year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,656173.0,486095.86553
2018,656173.0,486095.86553
2019,656173.0,486095.86553
2020,656173.0,486095.86553
2021,656173.0,486095.86553
2022,656173.0,486095.86553
2023,656173.0,486095.86553
2024,656173.0,486095.86553
2025,656173.0,486095.86553
2026,656173.0,486095.86553
2027,656173.0,486095.86553
2028,656173.0,486095.86553
2029,656173.0,486095.86553
2030,656173.0,486095.86553
2031,656173.0,486095.86553
2032,,
2033,,
2034,,
2035,,
2036,,
