year,Base case cost,Modeled residential energy efficiency
2017,330199.515157,304111.611504
2018,344546.643381,314400.137473
2019,352784.720724,317532.069214
2020,361897.418779,323700.385529
2021,356592.474322,316114.388777
2022,361237.50247,318820.210155
2023,352692.154953,308677.012436
2024,343066.673084,297687.565025
2025,346106.612575,299168.979693
2026,337900.868667,289209.696299
2027,340835.018052,290622.824466
2028,330635.247034,279134.116212
2029,333867.657639,280774.277412
2030,335887.914266,281540.524756
2031,326896.300998,270883.777005
2032,330007.808623,272453.602018
2033,320623.260674,261436.44878
2034,324361.516483,263450.799945
2035,313118.957275,251034.635334
2036,316706.08436,252928.152949
