year,Base case cost,Modeled water and wastewater efficiency
2017,3883.56550686,7682.07786794
2018,4071.23495854,7678.49521562
2019,4356.12573251,7741.02762064
2020,4423.42516692,7664.24831662
2021,4420.40302613,7544.05963434
2022,4385.89008654,7406.01730415
2023,4316.99065015,7248.01465647
2024,4230.72740063,7081.363486
2025,4161.5416426,6928.20076883
2026,4109.33628906,6788.41912732
2027,4034.69871829,6636.2847658
2028,3945.63508845,6477.2876829
2029,3909.89692661,6356.33766689
2030,3842.35049459,6216.74489648
2031,3796.38354022,6092.64619881
