year,Base case diesel consumed,Modeled non-residential ashp
2017,31845.223132,3624.66344082
2018,29898.2412338,1677.68154267
2019,29898.2412338,1677.68154267
2020,29898.2412338,1677.68154267
2021,29898.2412338,1677.68154267
2022,27951.2593357,-269.300355491
2023,27951.2593357,-269.300355491
2024,27951.2593357,-269.300355491
2025,26004.2774375,-2216.28225365
2026,26004.2774375,-2216.28225365
2027,26004.2774375,-2216.28225365
2028,24057.2955394,-4163.2641518
2029,24057.2955394,-4163.2641518
2030,22110.3136412,-6110.24604996
2031,22110.3136412,-6110.24604996
