year,Base case cost,Modeled diesel efficiency
2019,430480.688772,691229.221669
2020,465289.421594,722873.524234
2021,492664.553651,747760.007923
2022,517760.884407,770574.854065
2023,536659.253396,787755.189509
2024,556135.526181,805460.892041
2025,578045.236357,825378.810383
2026,602453.7997,847568.413422
2027,623352.587278,866567.31122
2028,645136.164706,886370.563427
2029,671454.243755,910296.089836
2030,690341.549521,927466.367805
2031,718116.90233,952716.68854
2032,746156.561484,978207.287771
2033,777416.000556,1006624.95965
2034,807167.223637,1033671.52609
2035,833401.757391,1057521.10223
2036,864802.994457,1086067.68138
2037,892859.058329,1111573.19399
2038,928603.974366,1144068.57221
