year,Base case diesel consumed,Modeled non-residential ashp
2017,83244.3937495,35419.2255653
2018,88704.3126228,40879.1444386
2019,94164.2314961,46339.063312
2020,99624.1503695,51798.9821853
2021,105864.057653,58038.8894691
2022,111323.976527,63498.8083425
2023,117563.88381,69738.7156263
2024,123023.802684,75198.6344996
2025,129263.709968,81438.5417834
2026,135503.617251,87678.4490673
2027,141743.524535,93918.3563511
2028,148763.42023,100938.252045
2029,155003.327513,107178.159329
2030,162023.223208,114198.055023
2031,168263.130491,120437.962307
