year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,9092.05393815,5909.8350598
2018,9110.58399991,5921.87959994
2019,9130.04510187,5934.52931621
2020,9150.25229035,5947.66398873
2021,9171.16059466,5961.25438653
2022,9192.82486038,5975.33615924
2023,9215.24788982,5989.91112838
2024,9238.30798187,6004.90018822
2025,9261.86635457,6020.21313047
2026,9285.75673645,6035.74187869
2027,9310.05172114,6051.53361874
2028,9334.64361918,6067.51835247
2029,9359.86350563,6083.91127866
2030,9385.42887912,6100.52877143
2031,9411.32786311,6117.36311102
