year,Base case diesel consumed,Modeled non-residential ashp
2017,67314.0268235,26712.4376301
2018,70009.0471355,29407.4579421
2019,72704.0674476,32102.4782542
2020,75399.0877596,34797.4985662
2021,78094.1080716,37492.5188782
2022,81687.4684877,41085.8792943
2023,84382.4887997,43780.8996063
2024,87975.8492157,47374.2600223
2025,90670.8695278,50069.2803344
2026,94264.2299438,53662.6407504
2027,96959.2502558,56357.6610624
2028,100552.610672,59951.0214785
2029,104145.971088,63544.3818945
2030,107739.331504,67137.7423106
2031,111332.69192,70731.1027266
