year,Base case cost,Modeled water and wastewater efficiency
2017,104585.677083,101614.874869
2018,110094.135001,105482.783146
2019,117325.092629,110558.886995
2020,120873.633416,113054.331287
2021,123705.165652,115047.631841
2022,125814.518267,116535.103524
2023,127383.729533,117644.297787
2024,128783.772179,118635.224229
2025,130390.16129,119771.134025
2026,132392.405441,121184.889313
2027,134030.947538,122343.86841
2028,135683.723438,123513.055839
2029,137550.442039,124832.670409
2030,138853.981845,125757.495066
2031,140946.794862,127236.222623
