year,Base case cost,Modeled non-residential energy efficiency
2017,1165149.27473,1205081.22544
2018,1226108.47244,1260043.68407
2019,1306661.698,1332672.64726
2020,1343672.63947,1366042.71143
2021,1371975.12412,1391560.99579
2022,1391569.15196,1409227.50035
2023,1404631.83718,1421005.17006
2024,1415517.4082,1430819.89481
2025,1428580.09343,1442597.56452
2026,1445997.00706,1458301.12413
2027,1459059.69228,1470078.79384
2028,1472122.37751,1481856.46354
2029,1487362.17694,1495597.0782
2030,1496070.63375,1503448.858
2031,1513487.54739,1519152.41761
