year,Base case cost,Modeled water and wastewater efficiency
2017,157758.024159,301197.096851
2018,164419.513019,301408.509587
2019,173322.208436,303287.108305
2020,177523.177081,301980.515041
2021,180536.332148,299945.967628
2022,182838.41528,297513.181219
2023,184200.832321,294516.489668
2024,185559.960281,291610.003684
2025,187168.282495,288967.707798
2026,188567.349189,286264.167612
2027,189752.268944,283493.850904
2028,190454.069105,280466.818192
2029,192107.771479,278197.870581
2030,193099.394334,275544.624125
2031,194726.408168,273411.119871
