year,Base case cost,Modeled transmission and interties
2021,4425058.35759,
2022,4547758.82165,
2023,4624109.42557,
2024,4700453.04299,
2025,4792099.89723,
2026,4882624.02038,
2027,4971962.53392,
2028,5044995.94609,
2029,5136723.1451,
2030,5197161.98778,
2031,5302707.79166,
2032,5408936.87557,
2033,5514379.97785,
2034,5620535.70347,
2035,5677730.01401,
2036,5798238.812,
2037,5858199.77785,
2038,5979697.8647,
2039,6053195.87933,
2040,6188152.76611,
