year,Base case cost,Modeled residential energy efficiency
2017,8750611.89983,8705967.64248
2018,9120820.12557,8990548.52249
2019,9577280.76927,9340397.55219
2020,9783600.80052,9481618.27198
2021,9944301.16923,9589865.00146
2022,10081127.5177,9682060.14582
2023,10147633.8702,9711743.44374
2024,10225838.7552,9753706.56011
2025,10307692.9022,9797482.2963
2026,10353022.1872,9805287.52778
2027,10360837.1192,9776119.77118
2028,10327213.5777,9708446.5218
2029,10418750.6277,9764045.84512
2030,10454802.4068,9769472.69145
2031,10510880.1861,9788204.99341
2032,10591417.8169,9831877.97548
2033,10658571.1159,9862636.18472
2034,10737954.3406,9906082.87342
2035,10680370.7691,9820223.48509
2036,10746317.4953,9848714.48844
