year,annotation,Average Load
2003,,2367.0
2004,,2374.0
2005,,2461.0
2006,,2400.0
2007,,2346.0
2008,,2327.0
2009,,2376.0
2010,,2201.0
2011,,2390.0
2012,,2415.0
2013,,2325.0
2014,,2275.0
2015,,2270.0
2016,start of forecast,2315.0
2017,,2315.0
2018,,2315.0
2019,,2314.0
2020,,2313.0
2021,,2313.0
2022,,2313.0
2023,,2313.0
2024,,2313.0
2025,,2312.0
2026,,2312.0
2027,,2311.0
2028,,2309.0
2029,,2309.0
2030,,2309.0
2031,,2308.0
2032,,2308.0
2033,,2307.0
2034,,2307.0
2035,,2305.0
2036,,2305.0
2037,,2304.0
2038,,2304.0
2039,,2303.0
2040,,2302.0
