year,Base case cost,Modeled diesel efficiency
2019,3317057.38034,3891482.3511
2020,3518007.70002,4053633.78081
2021,3664935.93225,4167155.4097
2022,3761185.91993,4235075.81713
2023,3825129.26933,4274085.44989
2024,3889542.76536,4313970.62965
2025,3964170.57426,4363579.18619
2026,4039169.64394,4413952.63314
2027,4112814.11727,4463511.99272
2028,4172395.33776,4500694.15882
2029,4248357.57316,4553166.18598
2030,4298233.37976,4582311.9783
2031,4385228.56125,4645582.247
2032,4472974.4232,4709905.64619
2033,4559907.79882,4773852.42678
2034,4647548.44465,4838795.70138
2035,4694172.41747,4866796.32665
2036,4793528.13403,4943072.04461
2037,4842912.14669,4974248.18295
2038,4943259.57216,5052076.22203
