year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,35657.24,5851.58,30121.81,12935.48
2018,35756.02,5851.84,30121.81,12935.48
2019,35756.02,5852.03,30121.81,12935.48
2020,35756.02,5852.03,30121.81,12935.48
2021,35756.02,5851.86,30121.81,12935.48
2022,35657.24,5851.61,30121.81,12935.48
2023,35657.24,5851.28,30121.81,12935.48
2024,35558.47,5850.94,30121.81,12935.48
2025,35558.47,5850.48,30121.81,12935.48
2026,35459.7,5849.91,30121.81,12935.48
2027,35360.92,5849.17,30121.81,12935.48
2028,35262.15,5848.39,30121.81,12159.5
2029,35163.38,5847.72,30121.81,12159.5
2030,35064.6,5846.93,30121.81,12159.5
2031,34867.05,5846.0,30121.81,12159.5
2032,34768.28,,,12159.5
2033,34570.73,,,12159.5
2034,34373.19,,,11383.51
2035,34175.64,,,11383.51
2036,33978.09,,,11383.51
