year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,4633.66,368564.0,368564.0
2004,,4633.66,400932.0,400932.0
2005,,4633.66,425477.0,425477.0
2006,,4633.66,575023.0,575023.0
2007,,4633.66,147270.0,147270.0
2008,,4633.66,371730.0,371730.0
2009,,4633.66,397353.0,397353.0
2010,,4633.66,410561.0,410561.0
2011,,4633.66,399871.0,399871.0
2012,,4633.66,392729.0,392729.0
2013,,4633.66,337511.0,337511.0
2014,,4633.66,334783.0,334783.0
2015,,4633.66,327582.0,327582.0
2016,start of forecast,4633.66,361000.0,361000.0
2017,,4633.66,361000.0,361000.0
2018,,4633.66,362000.0,362000.0
2019,,4633.66,362000.0,362000.0
2020,,4633.66,362000.0,362000.0
2021,,4633.66,362000.0,362000.0
2022,,4633.66,361000.0,361000.0
2023,,4633.66,361000.0,361000.0
2024,,4633.66,360000.0,360000.0
2025,,4633.66,360000.0,360000.0
2026,,4633.66,359000.0,359000.0
2027,,4633.66,358000.0,358000.0
2028,,4633.66,357000.0,357000.0
2029,,4633.66,356000.0,356000.0
2030,,4633.66,355000.0,355000.0
2031,,4633.66,353000.0,353000.0
2032,,4633.66,352000.0,352000.0
2033,,4633.66,350000.0,350000.0
2034,,4633.66,348000.0,348000.0
2035,,4633.66,346000.0,346000.0
2036,,4633.66,344000.0,344000.0
2037,,4633.66,343000.0,343000.0
2038,,4633.66,341000.0,341000.0
2039,,4633.66,340000.0,340000.0
2040,,4633.66,338000.0,338000.0
