year,Base case diesel consumed,Modeled diesel efficiency
2019,35756.0164358,32505.4694871
2020,35756.0164358,32505.4694871
2021,35756.0164358,32505.4694871
2022,35657.2429098,32415.6753725
2023,35657.2429098,32415.6753725
2024,35558.4693837,32325.8812579
2025,35558.4693837,32325.8812579
2026,35459.6958576,32236.0871433
2027,35360.9223316,32146.2930287
2028,35262.1488055,32056.4989141
2029,35163.3752794,31966.7047995
2030,35064.6017534,31876.9106849
2031,34867.0547012,31697.3224557
2032,34768.2811752,31607.5283411
2033,34570.734123,31427.9401119
2034,34373.1870709,31248.3518827
2035,34175.6400188,31068.7636534
2036,33978.0929667,30889.1754242
2037,33879.3194406,30799.3813096
2038,33681.7723885,30619.7930804
