year,Base case cost,Modeled non-residential energy efficiency
2017,218546.150395,228055.431458
2018,235269.059625,242294.049262
2019,258681.132547,262599.64676
2020,269192.675492,271264.383287
2021,276837.433997,277357.410902
2022,282571.002876,281742.043539
2023,286393.382128,284417.832323
2024,289737.963974,286679.999287
2025,293560.343227,289391.889935
2026,297860.519886,292553.086214
2027,302160.696545,295731.293082
2028,305027.480984,297630.451457
2029,309805.45505,301273.379572
2030,312194.442083,302772.716047
2031,316972.416148,306446.957538
