year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,49354.83,6858.18,34673.76,36240.62
2018,49437.09,6860.5,34673.76,36240.62
2019,49601.6,6863.17,34673.76,37263.17
2020,49683.86,6865.59,34673.76,37263.17
2021,49848.38,6868.19,34673.76,38285.71
2022,49930.64,6870.67,34673.76,38285.71
2023,50095.15,6873.02,34673.76,39308.25
2024,50177.41,6875.47,34673.76,39308.25
2025,50341.93,6878.12,34673.76,40330.8
2026,50506.44,6881.04,34673.76,41353.34
2027,50670.96,6884.11,34673.76,41353.34
2028,50835.47,6887.23,34673.76,42375.89
2029,50999.99,6890.29,34673.76,43398.43
2030,51164.51,6893.37,34673.76,43398.43
2031,51329.02,6896.28,34673.76,44420.98
2032,51411.28,6899.28,34673.76,44420.98
2033,51575.8,6902.32,34673.76,45443.52
2034,51740.31,6905.37,34673.76,46466.07
2035,51904.83,6908.28,34673.76,46466.07
2036,52069.35,6911.1,34673.76,47488.61
2037,52233.86,6913.83,34673.76,48511.15
2038,52316.12,6916.78,34673.76,48511.15
2039,52480.64,6919.36,34673.76,49533.7
2040,52645.15,6921.86,34673.76,49533.7
