year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,31347.3,158486.54,274170.33,53672.18,166310.24,199448.95
2018,33759.12,170622.36,286854.55,56356.16,174520.56,209295.24
2019,37135.16,187612.5,313207.22,60109.76,186015.0,226993.73
2020,38727.37,195587.47,321777.75,61892.45,191410.35,233577.66
2021,39840.93,201135.27,336733.42,63148.91,195163.64,242263.96
2022,40679.82,205296.12,341327.7,64101.29,197978.6,245758.28
2023,41312.32,208416.76,353981.71,64824.62,200089.82,252588.84
2024,41739.57,210497.18,356340.2,65322.31,201497.31,254365.61
2025,42374.69,213617.82,369239.62,66052.33,203608.53,261314.62
2026,43011.96,216738.46,382323.1,66787.94,205719.75,268352.46
2027,43650.69,219859.1,386044.9,67527.16,207830.98,271106.46
2028,44152.62,222286.26,398556.95,68116.03,209473.04,277655.69
2029,44792.35,225406.9,412080.12,68857.21,211584.26,284905.77
2030,45225.97,227487.32,414684.03,69370.67,212991.75,286800.99
2031,45934.7,230954.7,428896.82,70187.66,215337.55,294490.32
2032,46644.59,234422.08,433338.92,71007.37,217683.36,297698.38
2033,47355.35,237889.45,447858.47,71829.02,220029.16,305535.78
2034,48135.89,241703.57,463047.2,72728.81,222609.54,313802.56
2035,48639.8,244130.73,466299.82,73320.53,224251.61,316117.3
2036,49419.84,247944.84,481785.09,74218.16,226831.99,324527.21
2037,49854.18,250025.27,495069.75,74731.28,228239.47,331342.96
2038,50636.33,253839.38,500405.98,75633.79,230819.86,335088.99
2039,51277.97,256960.02,515411.84,76376.37,232931.08,343054.71
2040,52057.87,260774.13,520860.55,77272.11,235511.47,346855.03
