year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,34673.7585556,25658.5813312
2018,34673.7585556,25658.5813312
2019,34673.7585556,25658.5813312
2020,34673.7585556,25658.5813312
2021,34673.7585556,25658.5813312
2022,34673.7585556,25658.5813312
2023,34673.7585556,25658.5813312
2024,34673.7585556,25658.5813312
2025,34673.7585556,25658.5813312
2026,34673.7585556,25658.5813312
2027,34673.7585556,25658.5813312
2028,34673.7585556,25658.5813312
2029,34673.7585556,25658.5813312
2030,34673.7585556,25658.5813312
2031,34673.7585556,25658.5813312
