year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,544059
2004,,0,0,0,0,0,604552
2005,,0,0,0,0,0,556613
2006,,0,0,0,0,0,556735
2007,,0,0,0,0,0,591346
2008,,0,0,0,0,0,585985
2009,,0,0,0,0,0,622688
2010,,0,0,0,0,0,621012
2011,,0,0,0,0,0,585029
2012,,0,0,0,0,0,587546
2013,,0,0,0,0,0,610184
2014,start of forecast,0,0,0,0,0,596000
2015,,0,0,0,0,0,597000
2016,,0,0,0,0,0,598000
2017,,0,0,0,0,0,600000
2018,,0,0,0,0,0,601000
2019,,0,0,0,0,0,603000
2020,,0,0,0,0,0,604000
2021,,0,0,0,0,0,606000
2022,,0,0,0,0,0,607000
2023,,0,0,0,0,0,609000
2024,,0,0,0,0,0,610000
2025,,0,0,0,0,0,612000
2026,,0,0,0,0,0,614000
2027,,0,0,0,0,0,616000
2028,,0,0,0,0,0,618000
2029,,0,0,0,0,0,620000
2030,,0,0,0,0,0,622000
2031,,0,0,0,0,0,624000
2032,,0,0,0,0,0,625000
2033,,0,0,0,0,0,627000
2034,,0,0,0,0,0,629000
2035,,0,0,0,0,0,631000
2036,,0,0,0,0,0,633000
2037,,0,0,0,0,0,635000
2038,,0,0,0,0,0,636000
2039,,0,0,0,0,0,638000
2040,,0,0,0,0,0,640000
