year,Base case cost,Modeled residential energy efficiency
2017,473619.278738,457384.611014
2018,496149.784763,478014.041362
2019,540200.946631,519567.437125
2020,555355.40905,533357.954934
2021,578997.373354,555947.494626
2022,587085.980521,563165.190276
2023,606570.544937,581916.890334
2024,610705.814081,585457.149086
2025,630554.240741,604588.622008
2026,650675.564084,624000.66835
2027,657151.364483,629774.688558
2028,676212.644241,648228.045452
2029,696985.887436,668313.979083
2030,701485.018824,672262.587184
2031,723387.140422,693447.931372
2032,731037.302003,700387.97405
2033,753394.251405,722041.306999
2034,776849.757355,744756.278436
2035,782417.123437,749762.383656
2036,806312.296264,772929.279065
