year,Base case cost,Modeled water and wastewater efficiency
2017,5538.45487303,2922.54378159
2018,6087.45300543,3198.38006681
2019,6871.7360517,3592.43190283
2020,7244.27049869,3779.60652495
2021,7499.16248873,3907.67337166
2022,7695.23325029,4006.18633066
2023,7832.48278339,4075.14540197
2024,7950.12524033,4134.25317737
2025,8067.76769728,4193.36095277
2026,8244.23138269,4282.02261588
2027,8381.48091579,4350.98168719
2028,8499.12337273,4410.08946259
2029,8655.97998198,4488.89982979
2030,8734.40828661,4528.3050134
2031,8910.87197202,4616.9666765
