year,Base case cost,Modeled solar power (pv)
2016,82632.5176917,88931.5305776
2017,101779.076669,107825.805588
2018,115887.067494,121754.001449
2019,136041.340102,141650.055035
2020,145614.619591,151110.651788
2021,152164.758188,157590.080318
2022,157203.32634,162579.062296
2023,160730.324047,166077.105351
2024,163753.464938,169078.406885
2025,166776.605829,172080.195894
2026,171311.317166,176574.800444
2027,174838.314872,180075.195275
2028,177861.455763,183078.612123
2029,181892.310285,187077.6846
2030,183907.737546,189086.8217
2031,188442.448882,193584.693976
2032,192977.160219,198083.304455
2033,197511.871556,202582.643683
2034,202046.582892,207082.702311
2035,205069.723784,210089.795134
