year,Base case cost,Modeled non-residential energy efficiency
2017,205713.753151,249675.137703
2018,226263.631959,267938.467329
2019,255620.601685,294028.938222
2020,269565.162304,306421.911897
2021,279106.177465,314901.314937
2022,286445.419897,321423.932661
2023,291582.889599,325989.765067
2024,295986.435058,329903.335701
2025,300389.980517,333816.906335
2026,306995.298705,339687.262286
2027,312132.768407,344253.094692
2028,316536.313866,348166.665326
2029,322407.707811,353384.759505
2030,325343.404784,355993.806594
2031,331948.722972,361864.162545
