year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,824.0,742.0
2018,824.0,742.0
2019,824.0,742.0
2020,824.0,742.0
2021,824.0,742.0
2022,824.0,742.0
2023,824.0,742.0
2024,824.0,742.0
2025,824.0,742.0
2026,824.0,742.0
2027,824.0,742.0
2028,824.0,742.0
2029,824.0,742.0
2030,824.0,742.0
2031,824.0,742.0
