year,Base case diesel consumed,Modeled residential energy efficiency
2017,13453.3526067,10099.9775733
2018,13453.3526067,10099.9775733
2019,13453.3526067,10099.9775733
2020,13453.3526067,10099.9775733
2021,13453.3526067,10099.9775733
2022,13453.3526067,10099.9775733
2023,13453.3526067,10099.9775733
2024,13453.3526067,10099.9775733
2025,13453.3526067,10099.9775733
2026,13453.3526067,10099.9775733
2027,13453.3526067,10099.9775733
2028,13453.3526067,10099.9775733
2029,13453.3526067,10099.9775733
2030,13453.3526067,10099.9775733
2031,13453.3526067,10099.9775733
2032,13453.3526067,10099.9775733
2033,13453.3526067,10099.9775733
2034,13453.3526067,10099.9775733
2035,13453.3526067,10099.9775733
2036,13453.3526067,10099.9775733
