year,Base case diesel consumed,Modeled residential ashp
2017,31862.5106248,4046.03303759
2018,31862.5106248,4046.03303759
2019,31862.5106248,4046.03303759
2020,31862.5106248,4046.03303759
2021,31862.5106248,4046.03303759
2022,31862.5106248,4046.03303759
2023,31862.5106248,4046.03303759
2024,31862.5106248,4046.03303759
2025,31862.5106248,4046.03303759
2026,31862.5106248,4046.03303759
2027,31862.5106248,4046.03303759
2028,31862.5106248,4046.03303759
2029,31862.5106248,4046.03303759
2030,33343.7122683,5527.23468116
2031,33343.7122683,5527.23468116
