year,Base case diesel consumed,Modeled non-residential ashp
2017,31862.5106248,-4927.20061663
2018,31862.5106248,-4927.20061663
2019,31862.5106248,-4927.20061663
2020,31862.5106248,-4927.20061663
2021,31862.5106248,-4927.20061663
2022,31862.5106248,-4927.20061663
2023,31862.5106248,-4927.20061663
2024,31862.5106248,-4927.20061663
2025,31862.5106248,-4927.20061663
2026,31862.5106248,-4927.20061663
2027,31862.5106248,-4927.20061663
2028,31862.5106248,-4927.20061663
2029,31862.5106248,-4927.20061663
2030,33343.7122683,-3445.99897306
2031,33343.7122683,-3445.99897306
