year,Base case cost,Modeled water and wastewater efficiency
2017,48317.4967631,34592.807809
2018,51463.4425781,36674.3147614
2019,56008.3786115,39698.2791499
2020,58221.8374249,41153.7718462
2021,59735.6832287,42139.114919
2022,60899.8491093,42889.8753091
2023,61714.0441281,43405.7723125
2024,62295.0543149,43765.447627
2025,63109.0952521,44282.6521748
2026,64039.6352083,44878.9442292
2027,64853.4284064,45397.2969964
2028,65550.5343043,45837.7506837
2029,66481.4502284,46436.3855582
2030,66945.8363359,46721.6106159
2031,67992.7532395,47399.4182195
