year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,154994
2004,,0,0,0,0,0,163887
2005,,0,0,0,0,0,151048
2006,,0,0,0,0,0,137833
2007,,0,0,0,0,0,99630
2008,,0,0,0,0,0,93706
2009,,0,0,0,0,0,93430
2010,,0,0,0,0,0,99999
2011,,0,0,0,0,0,90033
2012,,0,0,0,0,0,79707
2013,,0,0,0,0,0,36295
2014,start of forecast,0,0,0,0,0,74000
2015,,0,0,0,0,0,74000
2016,,0,0,0,0,0,74000
2017,,0,0,0,0,0,74000
2018,,0,0,0,0,0,74000
2019,,0,0,0,0,0,74000
2020,,0,0,0,0,0,74000
2021,,0,0,0,0,0,74000
2022,,0,0,0,0,0,73000
2023,,0,0,0,0,0,73000
2024,,0,0,0,0,0,73000
2025,,0,0,0,0,0,73000
2026,,0,0,0,0,0,73000
2027,,0,0,0,0,0,73000
2028,,0,0,0,0,0,73000
2029,,0,0,0,0,0,73000
2030,,0,0,0,0,0,72000
2031,,0,0,0,0,0,72000
2032,,0,0,0,0,0,72000
2033,,0,0,0,0,0,72000
2034,,0,0,0,0,0,72000
2035,,0,0,0,0,0,72000
2036,,0,0,0,0,0,71000
2037,,0,0,0,0,0,71000
2038,,0,0,0,0,0,71000
2039,,0,0,0,0,0,71000
2040,,0,0,0,0,0,71000
