year,Base case cost,Modeled non-residential energy efficiency
2017,67458.4068706,71719.1490964
2018,71736.6649483,75430.726948
2019,77916.3710605,80914.9785558
2020,80926.9971151,83461.0709913
2021,82986.8991525,85129.7893206
2022,84571.4391813,86362.622771
2023,85680.6172014,87159.4367601
2024,86472.8872158,87667.3088727
2025,87582.0652359,88474.9468165
2026,88849.6972589,89435.0162383
2027,89958.8752791,90252.9767083
2028,90909.5992963,90928.7086969
2029,92177.2313193,91903.7225092
2030,92811.0473308,92294.6500744
2031,94237.1333567,93426.2611843
