year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,11520.4042383,8525.09913633
2018,11520.4042383,8525.09913633
2019,11520.4042383,8525.09913633
2020,11520.4042383,8525.09913633
2021,11520.4042383,8525.09913633
2022,11520.4042383,8525.09913633
2023,11520.4042383,8525.09913633
2024,11520.4042383,8525.09913633
2025,11520.4042383,8525.09913633
2026,11520.4042383,8525.09913633
2027,11520.4042383,8525.09913633
2028,11520.4042383,8525.09913633
2029,11520.4042383,8525.09913633
2030,11520.4042383,8525.09913633
2031,11520.4042383,8525.09913633
