year,Base case cost,Modeled biomass for heat (cordwood)
2017,86575.0246042,101454.914979
2018,93199.2253964,106918.818287
2019,102762.415396,114969.662174
2020,107425.786189,118729.101479
2021,110613.646189,121200.970275
2022,113070.456981,123039.485483
2023,114787.066981,124235.316593
2024,116017.947773,125012.739975
2025,117739.428565,126227.832281
2026,119701.428565,127660.36656
2027,116115.880125,123582.15339
2028,117528.130917,124538.381529
2029,119409.62171,125910.275106
2030,120347.86171,126465.31466
2031,122464.122502,128054.439442
2032,124345.983294,129445.207009
2033,126462.594086,131046.585255
2034,128579.384878,132653.886818
2035,129992.52567,133653.208531
2036,132109.646463,135271.926056
