year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,130310.0,46447.0,83863.0
2004,,146826.0,62494.0,84332.0
2005,,134396.0,44504.0,89892.0
2006,,122768.0,39933.0,82835.0
2007,,83183.0,33313.0,49870.0
2008,,77643.0,20480.0,57163.0
2009,,77283.0,29789.0,47494.0
2010,,83568.0,26539.0,57029.0
2011,,72935.0,26966.0,45969.0
2012,,63387.0,23281.0,40106.0
2013,,26362.0,12837.0,13525.0
2014,start of forecast,57733.0,24533.0,33200.0
2015,,57631.0,24431.0,33200.0
2016,,57544.0,24344.0,33200.0
2017,,57462.0,24262.0,33200.0
2018,,57388.0,24188.0,33200.0
2019,,57323.0,24123.0,33200.0
2020,,57252.0,24052.0,33200.0
2021,,57172.0,23972.0,33200.0
2022,,57093.0,23893.0,33200.0
2023,,57001.0,23801.0,33200.0
2024,,56906.0,23706.0,33200.0
2025,,56805.0,23605.0,33200.0
2026,,56702.0,23502.0,33200.0
2027,,56589.0,23389.0,33200.0
2028,,56469.0,23269.0,33200.0
2029,,56385.0,23185.0,33200.0
2030,,56288.0,23088.0,33200.0
2031,,56174.0,22974.0,33200.0
2032,,56029.0,22829.0,33200.0
2033,,55879.0,22679.0,33200.0
2034,,55723.0,22523.0,33200.0
2035,,55575.0,22375.0,33200.0
2036,,55438.0,22238.0,33200.0
2037,,55308.0,22108.0,33200.0
2038,,55174.0,21974.0,33200.0
2039,,55033.0,21833.0,33200.0
2040,,54880.0,21680.0,33200.0
