year,Base case diesel consumed,Modeled diesel efficiency
2019,9640.05143532,8763.68312301
2020,9640.05143532,8763.68312301
2021,9640.05143532,8763.68312301
2022,9509.78046997,8645.2549727
2023,9509.78046997,8645.2549727
2024,9509.78046997,8645.2549727
2025,9509.78046997,8645.2549727
2026,9509.78046997,8645.2549727
2027,9509.78046997,8645.2549727
2028,9509.78046997,8645.2549727
2029,9509.78046997,8645.2549727
2030,9379.50950463,8526.82682239
2031,9379.50950463,8526.82682239
2032,9379.50950463,8526.82682239
2033,9379.50950463,8526.82682239
2034,9379.50950463,8526.82682239
2035,9379.50950463,8526.82682239
2036,9249.23853929,8408.39867208
2037,9249.23853929,8408.39867208
2038,9249.23853929,8408.39867208
