year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,52811998,30497001
2004,,0,0,0,0,51353001,32429002
2005,,0,0,0,0,49426999,34661000
2006,,0,0,0,0,54916999,31318002
2007,,0,0,0,0,34556000,47352000
2008,,0,0,0,0,47429000,32246000
2009,,0,0,0,0,44988000,26578080
2010,,0,0,0,0,44758000,39349000
2011,,0,0,0,0,46189000,39970000
2012,,0,0,0,0,44135000,46285000
2013,,0,0,0,0,54750000,18649000
2014,,0,0,0,0,54955000,11111000
2015,start of forecast,0,0,0,0,60056617,29820383
2016,,0,0,0,0,60056617,29829383
2017,,0,0,0,0,60056617,29833383
2018,,0,0,0,0,60056617,29823383
2019,,0,0,0,0,60056617,29809383
2020,,0,0,0,0,60056617,29791383
2021,,0,0,0,0,60056617,29767383
2022,,0,0,0,0,60056617,29743383
2023,,0,0,0,0,60056617,29710383
2024,,0,0,0,0,60056617,29673383
2025,,0,0,0,0,60056617,29636383
2026,,0,0,0,0,60056617,29595383
2027,,0,0,0,0,60056617,29561383
2028,,0,0,0,0,60056617,29529383
2029,,0,0,0,0,60056617,29462383
2030,,0,0,0,0,60056617,29407383
2031,,0,0,0,0,60056617,29364383
2032,,0,0,0,0,60056617,29329383
2033,,0,0,0,0,60056617,29302383
2034,,0,0,0,0,60056617,29269383
2035,,0,0,0,0,60056617,29238383
2036,,0,0,0,0,60056617,29189383
2037,,0,0,0,0,60056617,29147383
2038,,0,0,0,0,60056617,29110383
2039,,0,0,0,0,60056617,29079383
2040,,0,0,0,0,60056617,29039383
