year,Base case cost,Modeled diesel efficiency
2019,5550608.91839,6193684.56754
2020,5957365.77007,6536564.85656
2021,6211373.74314,6741212.9662
2022,6421864.62611,6906915.74651
2023,6543895.45995,6992801.53235
2024,6664740.96777,7078196.88965
2025,6785264.78565,7163873.18127
2026,6947419.02554,7287955.25213
2027,7089363.75892,7394211.86154
2028,7210058.56515,7481684.35686
2029,7343123.49675,7580923.90623
2030,7435947.64894,7644090.1924
2031,7595276.95843,7768213.03986
2032,7756223.41197,7894291.68965
2033,7940156.48366,8041741.55357
2034,8122072.47245,8187820.87813
2035,8240574.13573,8276703.13248
2036,8417100.36885,8418776.71133
2037,8510579.49336,8485784.28165
2038,8689597.37452,8630975.61071
