year,Base case diesel consumed,Modeled diesel efficiency
2019,2159770.00716,1963427.27923
2020,2158465.85872,1962241.68975
2021,2156726.99414,1960660.90377
2022,2154988.12957,1959080.11779
2023,2152597.19077,1956906.53707
2024,2149916.44122,1954469.49202
2025,2147235.69166,1952032.44696
2026,2144265.13134,1949331.93758
2027,2141801.73986,1947092.49078
2028,2139483.25375,1944984.77614
2029,2134628.92347,1940571.74861
2030,2130644.02548,1936949.11408
2031,2127528.55978,1934116.87253
2032,2124992.71561,1931811.55964
2033,2123036.49296,1930033.17542
2034,2120645.55416,1927859.5947
2035,2118399.52075,1925817.74614
2036,2114849.33891,1922590.3081
2037,2111806.3259,1919823.93263
2038,2109125.57634,1917386.88758
