year,Base case cost,Modeled residential energy efficiency
2017,9388091.69037,9802702.52618
2018,9999421.25076,10292906.1155
2019,10807622.7744,10952170.7658
2020,11251939.4071,11306255.9324
2021,11610756.9552,11588650.812
2022,11911323.5856,11823375.2086
2023,12141904.0493,11998671.2609
2024,12384372.3081,12186775.2265
2025,12619444.4122,12368381.5901
2026,12900830.8788,12590769.3952
2027,13130778.0725,12768985.2686
2028,13372816.4565,12960129.1748
2029,13660075.7038,13194105.9663
2030,13894183.7701,13382140.0664
2031,14189468.8974,13622514.9764
2032,14453980.3439,13836082.5171
2033,14723398.9465,14052095.2721
2034,14995190.4912,14271206.8144
2035,15232318.1742,14462773.7426
2036,15530410.7975,14709587.417
