year,Base case diesel consumed,Modeled non-residential ashp
2017,1774496.8012,1242147.76137
2018,1774496.8012,1242147.76137
2019,1774496.8012,1242147.76137
2020,1774496.8012,1242147.76137
2021,1774496.8012,1242147.76137
2022,1774496.8012,1242147.76137
2023,1774496.8012,1242147.76137
2024,1774496.8012,1242147.76137
2025,1774496.8012,1242147.76137
2026,1774496.8012,1242147.76137
2027,1774496.8012,1242147.76137
2028,1774496.8012,1242147.76137
2029,1774496.8012,1242147.76137
2030,1774496.8012,1242147.76137
2031,1774496.8012,1242147.76137
