year,Base case cost,Modeled water and wastewater efficiency
2017,134304.716274,320054.050398
2018,141868.571358,320073.738211
2019,152071.321688,322066.612067
2020,157164.876857,320601.326878
2021,161097.144461,318440.384611
2022,164162.178641,315787.144462
2023,166347.442048,312630.016973
2024,168543.711684,309590.747347
2025,170742.801838,306660.935899
2026,173541.151577,304256.131245
2027,175737.709448,301531.923
2028,177928.274704,298903.527751
2029,180587.51517,296703.069272
2030,182621.916506,294159.802285
2031,185518.66718,292313.826164
