year,Base case cost,Modeled non-residential energy efficiency
2017,14007438.8782,14018070.3785
2018,14723854.5617,14621670.4619
2019,15708926.1265,15466472.7817
2020,16156685.9286,15831471.1297
2021,16485043.1169,16090489.9629
2022,16723848.3447,16270212.9287
2023,16873101.6121,16370620.9572
2024,17022354.8795,16471804.9509
2025,17171608.1469,16573746.7231
2026,17380562.7212,16729834.8636
2027,17529815.9886,16833239.3278
2028,17679069.256,16937349.5282
2029,17858173.1769,17068852.0992
2030,17977575.7908,17147621.3624
2031,18186530.3651,17307157.4192
