year,Base case diesel consumed,Modeled residential energy efficiency
2017,1382989.17231,1062468.46899
2018,1402946.92032,1082426.217
2019,1422904.66833,1102383.96501
2020,1441615.05709,1121094.35376
2021,1459078.08659,1138557.38327
2022,1476541.1161,1156020.41278
2023,1492756.78635,1172236.08303
2024,1510219.81586,1189699.11254
2025,1526435.48612,1205914.7828
2026,1542651.15637,1222130.45305
2027,1557619.46738,1237098.76406
2028,1573835.13764,1253314.43431
2029,1592545.52639,1272024.82307
2030,1610008.5559,1289487.85258
2031,1626224.22616,1305703.52283
2032,1641192.53716,1320671.83384
2033,1653666.12967,1333145.42634
2034,1666139.72217,1345619.01885
2035,1679860.67393,1359339.9706
2036,1694828.98493,1374308.28161
