year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,62603.39,7931221.94,6348388.74,71701.33,6076216.94,3039702.95
2018,66263.74,8357101.17,6776708.83,75604.83,6366753.39,3222712.42
2019,71223.12,8942685.11,7342670.05,80848.2,6766241.01,3464952.72
2020,73655.27,9208859.63,7655464.25,83509.61,6947826.3,3596475.16
2021,75516.11,9404054.28,7908697.44,85581.04,7080988.84,3702059.51
2022,76949.75,9546014.02,8121476.27,87212.43,7177834.32,3789847.32
2023,77951.01,9634738.86,8285305.79,88396.43,7238362.75,3856598.26
2024,78956.85,9723463.7,8457742.51,89586.86,7298891.17,3926629.8
2025,79964.09,9812188.54,8624877.53,90778.72,7359419.6,3994566.89
2026,81265.32,9936403.32,8824487.14,92275.83,7444159.4,4076343.74
2027,82272.18,10025128.16,8987991.92,93465.53,7504687.83,4142786.15
2028,83276.97,10113853.0,9160253.58,94651.3,7565216.25,4212562.87
2029,84495.0,10220322.81,9364707.12,96092.52,7637850.37,4295368.59
2030,85409.44,10291302.68,9531795.99,97212.48,7686273.11,4362387.78
2031,86750.85,10415517.46,9741633.94,98767.81,7771012.91,4447834.95
2032,,,9929770.75,,,4524209.6
2033,,,10120996.84,,,4602402.11
2034,,,10313969.23,,,4681221.26
2035,,,10482899.6,,,4749418.57
2036,,,10694944.96,,,4835465.84
