year,Base case cost,Modeled transmission and interties
2021,5910236.11699,
2022,6076721.64141,
2023,6180588.86455,
2024,6284449.81733,
2025,6388304.49975,
2026,6533769.27663,
2027,6637610.16427,
2028,6741647.94114,
2029,6866286.35157,
2030,6949304.63497,
2031,7094734.92489,
2032,7219351.38907,
2033,7364764.74902,
2034,7510395.69038,
2035,7614188.29626,
2036,7759580.96403,
2037,7863359.77512,
2038,8008977.54873,
2039,8112745.70022,
2040,8278911.43639,
