year,Base case cost,Modeled diesel efficiency
2019,5094738.86317,5947135.61099
2020,5385809.97695,6180912.39819
2021,5604161.26664,6349302.91023
2022,5762753.60267,6464072.81937
2023,5860221.17478,6523963.93969
2024,5959131.34578,6585839.53917
2025,6057652.64858,6648018.87382
2026,6195388.80602,6746489.92369
2027,6293951.44797,6809975.49072
2028,6392593.37511,6874145.24841
2029,6510736.23693,6956640.89559
2030,6589469.33992,7003893.24609
2031,6727352.35958,7105488.32287
2032,6845500.06648,7189698.92023
2033,6983376.86139,7292388.7178
2034,7121464.34135,7395800.97109
2035,7219869.60682,7463656.96396
2036,7357721.63814,7567879.9813
2037,7456113.09948,7636724.21448
2038,7594189.26802,7742128.3265
