year,annotation,Average Load
2003,,3029.0
2004,,3099.0
2005,,3215.0
2006,,3202.0
2007,,3175.0
2008,,4342.0
2009,,3773.0
2010,,3813.0
2011,,3742.0
2012,,3805.0
2013,,3635.0
2014,,3369.0
2015,,3342.0
2016,start of forecast,3460.0
2017,,3460.0
2018,,3459.0
2019,,3459.0
2020,,3459.0
2021,,3459.0
2022,,3459.0
2023,,3459.0
2024,,3459.0
2025,,3459.0
2026,,3459.0
2027,,3459.0
2028,,3459.0
2029,,3458.0
2030,,3458.0
2031,,3458.0
2032,,3458.0
2033,,3458.0
2034,,3458.0
2035,,3458.0
2036,,3458.0
2037,,3458.0
2038,,3458.0
2039,,3458.0
2040,,3458.0
