year,annotation,diesel generation efficiency
2002,,15.92
2003,,15.63
2004,,16.16
2005,,15.87
2006,,16.27
2007,,15.97
2008,,16.1
2009,,15.91
2010,,16.5
2011,,16.6
2012,,16.4
2013,,16.49
2014,,15.65
2015,,15.71
2016,start of forecast,15.95
2017,,15.95
2018,,15.95
2019,,15.95
2020,,15.95
2021,,15.95
2022,,15.95
2023,,15.95
2024,,15.95
2025,,15.95
2026,,15.95
2027,,15.95
2028,,15.95
2029,,15.95
2030,,15.95
2031,,15.95
2032,,15.95
2033,,15.95
2034,,15.95
2035,,15.95
2036,,15.95
2037,,15.95
2038,,15.95
2039,,15.95
2040,,15.95
