year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,14829.22,185467.01,158493.41,27243.81,179055.61,138849.5
2018,15592.24,196327.52,167187.98,28341.73,187529.98,145420.99
2019,16676.11,211600.11,179414.72,29911.27,199447.07,154662.15
2020,17072.08,218727.32,177900.89,30449.72,205008.38,155441.92
2021,17347.24,223478.79,181556.41,30830.32,208715.92,158253.06
2022,17559.51,227212.09,184428.61,31123.21,211628.98,160461.81
2023,17741.0,229587.82,186256.37,31392.1,213482.75,161867.38
2024,17876.94,231963.56,188084.14,31580.53,215336.52,163272.95
2025,18045.34,234339.3,189911.9,31826.49,217190.29,164678.52
2026,18213.94,237393.82,184459.43,32058.49,219573.71,162701.92
2027,18201.55,239769.55,186213.02,31987.06,221427.48,164075.54
2028,18290.36,242145.29,187966.61,32094.22,223281.25,165449.16
2029,18410.9,244860.42,181935.14,32250.64,225399.84,163134.86
2030,18435.5,246557.37,183134.72,32259.87,226723.96,164093.2
2031,18636.02,249611.89,185293.96,32550.33,229107.38,165818.22
2032,,,187693.12,,,167734.9
2033,,,189852.37,,,169459.92
2034,,,192251.53,,,171376.6
2035,,,185136.23,,,168418.84
2036,,,187429.42,,,170289.89
