year,Base case diesel consumed,Modeled non-residential ashp
2017,29927.722734,19745.9955013
2018,29927.722734,19745.9955013
2019,29927.722734,19745.9955013
2020,28760.5506038,18578.8233711
2021,28760.5506038,18578.8233711
2022,28760.5506038,18578.8233711
2023,28760.5506038,18578.8233711
2024,28760.5506038,18578.8233711
2025,28760.5506038,18578.8233711
2026,27593.3784736,17411.6512409
2027,27593.3784736,17411.6512409
2028,27593.3784736,17411.6512409
2029,26426.2063434,16244.4791107
2030,26426.2063434,16244.4791107
2031,26426.2063434,16244.4791107
