year,Base case diesel consumed,Modeled residential ashp
2017,29927.722734,2757.18961952
2018,29927.722734,2757.18961952
2019,29927.722734,2757.18961952
2020,28760.5506038,1590.01748934
2021,28760.5506038,1590.01748934
2022,28760.5506038,1590.01748934
2023,28760.5506038,1590.01748934
2024,28760.5506038,1590.01748934
2025,28760.5506038,1590.01748934
2026,27593.3784736,422.845359156
2027,27593.3784736,422.845359156
2028,27593.3784736,422.845359156
2029,26426.2063434,-744.326771024
2030,26426.2063434,-744.326771024
2031,26426.2063434,-744.326771024
