year,Base case cost,Modeled water and wastewater efficiency
2017,42073.0310959,38228.5748752
2018,43933.9650158,39547.9734605
2019,46587.374665,41429.6436778
2020,47521.7942313,42090.8614814
2021,48177.5655886,42555.1733282
2022,48682.7199845,42912.8125969
2023,49133.1034115,43232.4509039
2024,49457.4696042,43462.1317594
2025,49871.8381718,43756.0676471
2026,50272.4271312,44039.6502139
2027,50188.6118854,43978.0269516
2028,50384.5869677,44116.1274133
2029,50661.5425698,44311.7904087
2030,50695.3663818,44334.6985911
2031,51186.3539032,44682.8865345
