year,Base case diesel consumed,Modeled diesel efficiency
2019,51405.7158126,46732.4689205
2020,51253.5979225,46594.1799295
2021,51177.5389774,46525.035434
2022,51101.4800323,46455.8909385
2023,51101.4800323,46455.8909385
2024,51025.4210873,46386.746443
2025,51025.4210873,46386.746443
2026,50949.3621422,46317.6019475
2027,50797.2442521,46179.3129564
2028,50721.185307,46110.1684609
2029,50645.1263619,46041.0239654
2030,50569.0674169,45971.8794699
2031,50493.0084718,45902.7349744
2032,50416.9495267,45833.5904789
2033,50340.8905817,45764.4459833
2034,50264.8316366,45695.3014878
2035,50188.7726915,45626.1569923
2036,50112.7137465,45557.0124968
2037,50036.6548014,45487.8680013
2038,49960.5958563,45418.7235058
