year,Base case cost,Modeled residential energy efficiency
2017,885105.522146,868494.832207
2018,931845.374079,903937.289677
2019,997458.101435,955090.025771
2020,1026653.18177,975686.609569
2021,1041650.35685,984399.652552
2022,1052413.04579,989579.515406
2023,1055217.77475,988146.076863
2024,1048986.10749,977730.245108
2025,1051311.76244,975924.472873
2026,1057137.32338,977025.428139
2027,1051697.4611,967233.594291
2028,1053304.50504,964860.121997
2029,1047114.09348,954414.818612
2030,1046476.14129,950213.494506
2031,1041285.13344,940537.837424
2032,1045306.18229,940118.907288
2033,1050757.80145,940851.830866
2034,1045911.46284,931329.397528
2035,1045729.96382,927480.42582
2036,1050223.43498,927380.031999
