year,Base case cost,Modeled water and wastewater efficiency
2017,23992.7070487,30981.5970188
2018,25615.5654545,31748.6419654
2019,27809.8064921,32911.8346321
2020,28830.0156496,33283.8699088
2021,29384.6042167,33346.4704456
2022,29771.7143669,33302.0827018
2023,29862.9098307,33063.0611741
2024,29957.0816549,32833.159471
2025,29988.7573367,32566.9630301
2026,30172.8379947,32411.5725973
2027,30249.2809696,32189.041844
2028,30305.0151162,31959.2501987
2029,30410.5189447,31769.5226205
2030,30256.4142456,31407.8294536
2031,30287.6204009,31178.410349
