year,Base case diesel consumed,Modeled non-residential ashp
2017,297642.097665,208349.468276
2018,297642.097665,208349.468276
2019,297642.097665,208349.468276
2020,297642.097665,208349.468276
2021,297642.097665,208349.468276
2022,297642.097665,208349.468276
2023,297642.097665,208349.468276
2024,297642.097665,208349.468276
2025,297642.097665,208349.468276
2026,297642.097665,208349.468276
2027,297642.097665,208349.468276
2028,297642.097665,208349.468276
2029,297642.097665,208349.468276
2030,297642.097665,208349.468276
2031,297642.097665,208349.468276
