year,Base case cost,Modeled non-residential energy efficiency
2017,2102923.45896,1965808.07718
2018,2222308.22973,2070674.49751
2019,2385909.58225,2216102.37005
2020,2469921.0876,2288804.19061
2021,2522980.98572,2333282.47502
2022,2567197.56748,2369764.41502
2023,2593727.51654,2390155.98052
2024,2620257.4656,2410638.57291
2025,2646787.41466,2431210.05873
2026,2682160.68007,2459960.14754
2027,2713112.2873,2484749.11526
2028,2739642.23636,2505574.97494
2029,2770593.84359,2530527.57921
2030,2792702.13448,2547467.34373
2031,2828075.39989,2576621.9005
