year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,9120.54855335,5928.35655967
2018,9121.46440015,5928.9518601
2019,9121.86132925,5929.20986401
2020,9122.69733743,5929.75326933
2021,9123.86808183,5930.51425319
2022,9125.11067433,5931.32193832
2023,9126.63959381,5932.31573597
2024,9128.1532647,5933.29962206
2025,9129.78120004,5934.35778003
2026,9131.44296192,5935.43792525
2027,9133.34463917,5936.67401546
2028,9135.40779151,5938.01506448
2029,9135.80285615,5938.2718565
2030,9136.69240083,5938.85006054
2031,9138.17410964,5939.81317127
