year,population
2003,69.0
2004,80.0
2005,83.0
2006,83.0
2007,91.0
2008,82.0
2009,84.0
2010,67.0
2011,66.0
2012,66.0
2013,66.0
2014,66.0
2015,66.0
2016,66.0
2017,66.0
2018,66.0
2019,65.0
2020,65.0
2021,65.0
2022,65.0
2023,65.0
2024,65.0
2025,64.0
2026,64.0
2027,64.0
2028,63.0
2029,63.0
2030,63.0
2031,63.0
2032,63.0
2033,62.0
2034,62.0
2035,61.0
2036,61.0
2037,61.0
2038,60.0
2039,60.0
2040,60.0
