year,Base case cost,Modeled non-residential energy efficiency
2017,112865.191945,117292.417376
2018,120225.356444,124117.35569
2019,130123.508702,133295.721009
2020,134945.685443,137767.232318
2021,138245.069529,140826.687424
2022,140783.057287,143180.114429
2023,142559.648718,144827.513333
2024,143828.642597,146004.226835
2025,145605.234028,147651.625738
2026,147889.423011,149769.710043
2027,149666.014442,151417.108946
2028,150935.008321,152593.822448
2029,152965.398528,154476.564052
2030,154234.392407,155653.277555
2031,156518.58139,157771.361859
