year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,54770.0,40497.7918235
2018,54770.0,40497.7918235
2019,54770.0,40497.7918235
2020,54770.0,40497.7918235
2021,54770.0,40497.7918235
2022,54770.0,40497.7918235
2023,54770.0,40497.7918235
2024,54770.0,40497.7918235
2025,54770.0,40497.7918235
2026,54770.0,40497.7918235
2027,54770.0,40497.7918235
2028,54770.0,40497.7918235
2029,54770.0,40497.7918235
2030,54770.0,40497.7918235
2031,54770.0,40497.7918235
2032,,
2033,,
2034,,
2035,,
2036,,
